,0,1
283,"[""it's almost impossible not to be moved by the movie's depiction of sacrifice and its stirring epilogue in post-soviet russia . "", '']",pos
284,"[""who knows what exactly godard is on about in this film , but his words and images don't have to add up to mesmerize you . "", '']",pos
285,"['the tone is balanced , reflective and reasonable . ', '']",pos
286,"['the principals in this cast are all fine , but bishop and stevenson are standouts . ', '']",pos
287,"['it could change america , not only because it is full of necessary discussion points , but because it is so accessible that it makes complex politics understandable to viewers looking for nothing but energetic entertainment . ', '']",pos
288,"[""what's most striking about this largely celebratory film . . . is the sense of isolation that permeates these bastions of individuality in an ikea world . "", '']",pos
289,"["" . . . if you're in a mind set for goofy comedy , the troopers will entertain with their gross outs , bawdy comedy and head games . "", '']",pos
290,"[""somewhat blurred , but kinnear's performance is razor sharp . "", '']",pos
291,"['as a director , mr . ratliff wisely rejects the temptation to make fun of his subjects . ', '']",pos
292,"[""for anyone who remembers the '60s or is interested in one man's response to stroke , ram dass : fierce grace is worth seeking out . "", '']",pos
293,"['intriguing and beautiful film , but those of you who read the book are likely to be disappointed . ', '']",pos
294,"['the new guy does have a heart . now , if it only had a brain . ', '']",pos
295,"[""a savvy exploration of paranoia and insecurity in america's culture of fear . "", '']",pos
296,"[""legendary irish writer brendan behan's memoir , borstal boy , has been given a loving screen transferral . "", '']",pos
297,"[""the film's greatest asset is how much it's not just another connect-the-dots , spy-on-the-run picture . "", '']",pos
298,"['this clever caper movie has twists worthy of david mamet and is enormous fun for thinking audiences . ', '']",pos
299,"[""it's one of the saddest films i have ever seen that still manages to be uplifting but not overly sentimental . "", '']",pos
300,"['morton is , as usual , brilliant . ', '']",pos
301,"['even with all those rough edges safely sanded down , the american insomnia is still pretty darned good . ', '']",pos
302,"[""i don't know precisely what to make of steven soderbergh's full frontal , though that didn't stop me from enjoying much of it . "", '']",pos
303,"['the tug of war that ensues is as much a snapshot of modern china in microcosm as it is a crash course in movie mythology . ', '']",pos
304,"[""nearly surreal , dabbling in french , this is no simple movie , and you'll be taking a risk if you choose to see it . i enjoyed the ride ( bumps and all ) , creamy depth , and ultimate theme . "", '']",pos
305,"[""you could say that it's slow at times , you could say that a few of the characters act in ways that real people wouldn't , but one thing you couldn't say is that alias betty is predictable . "", '']",pos
306,"['asia authors herself as anna battista , an italian superstar and aspiring directress who just happens to be her own worst enemy . ', '']",pos
307,"[""roman coppola may never become the filmmaker his dad was , but heck \x96 few filmmakers will . but based on cq , i'll certainly be keeping an eye out for his next project . "", '']",pos
308,"['an amusing , breezily apolitical documentary about life on the campaign trail . ', '']",pos
309,"[""high on melodrama . but it's emotionally engrossing , too , thanks to strong , credible performances from the whole cast . "", '']",pos
310,"['finally , a genre movie that delivers -- in a couple of genres , no less . ', '']",pos
311,"[""it's not so much enjoyable to watch as it is enlightening to listen to new sides of a previous reality , and to visit with some of the people who were able to make an impact in the theater world . "", '']",pos
312,"['spielberg is the rare director who does not want to invite viewers to gawk at or applaud his special effects . he just wants them to be part of the action , the wallpaper of his chosen reality . here , thankfully , they are . ', '']",pos
313,"['post 9/11 the philosophical message of "" personal freedom first "" might not be as palatable as intended . ', '']",pos
314,"['hu and liu offer natural , matter-of-fact performances that glint with sorrow , longing and love . ', '']",pos
315,"['this bold and lyrical first feature from raja amari expands the pat notion that middle-aged women just wanna have fun into a rousing treatise of sensual empowerment . ', '']",pos
316,"[""easier to respect than enthuse over , andersson's rigorous personal vision is not only distanced but distancing . "", '']",pos
317,"['girls gone wild and gone civil again', '']",pos
318,"[' . . . tunney is allowed to build an uncommonly human character , an almost real-live girl complete with trouble and hope . ', '']",pos
319,"['while this film is not in the least surprising , it is still ultimately very satisfying . think of it as a sort of comfort food for the mind . ', '']",pos
320,"['clever , brutal and strangely soulful movie . ', '']",pos
321,"[' . . . always remains movingly genuine . ', '']",pos
322,"['an intelligent fiction about learning through cultural clash . ', '']",pos
323,"['will grab your children by the imagination and amaze them and amuse them . ', '']",pos
324,"['a remarkable 179-minute meditation on the nature of revolution . ', '']",pos
325,"['those who would follow haneke on his creepy explorations . . . are rewarded by brutal , committed performances from huppert and magimel . ', '']",pos
326,"['an involving true story of a chinese actor who takes up drugs and winds up in an institution--acted mostly by the actual people involved . ', '']",pos
327,"[""hands down the year's most thought-provoking film . but it pays a price for its intricate intellectual gamesmanship . "", '']",pos
328,"[""it's a terrific american sports movie and dennis quaid is its athletic heart . "", '']",pos
329,"[""this is such a high-energy movie where the drumming and the marching are so excellent , who cares if the story's a little weak . "", '']",pos
330,"['compelling revenge thriller , though somewhat weakened by a miscast leading lady . ', '']",pos
331,"[""it's amazingly perceptive in its subtle , supportive but unsentimental look at the marks family . "", '']",pos
